tid;tdate;tname;ttext;ttype;trep;tfav;tstcount;tfol;tfrien;listcount;noname
"408917412671913984";"1386328483";"EdwardsNastya18";"Потерла морковку,помяла банан и сложила все вместе,даже вкусно,сейчас грызу остаток морковки;)";"1";"0";"0";"0";"2560";"264";"318";"1"
"408917412696694784";"1386328483";"poluferia";"""У Маши – Петя, у Кристины – Егор, у Лизы – Рома, у меня – Жир)))"" ахахах";"1";"0";"0";"0";"285";"81";"121";"0"
"408917452169703425";"1386328492";"SpaceJuliya";"RT @Anna_on_Neck: @SpaceJuliya я не помню что ругалась)) 
Потом на сл.день мы завтракали с папой моим,ты еще в моей футболке была:DD";"1";"0";"1";"0";"6796";"143";"90";"2"
"408917453624729600";"1386328492";"Red_JuZ";"Механизатор Василий Петров, проживающий в селе Малые Писюны, в Скотозабитом переулке, дом 2, ненавидит свой адрес из-за слов «дом 2»…)))";"1";"0";"0";"0";"5678";"3063";"694";"93"
"408917454438805504";"1386328493";"sesyunin1";"@Mr_Binni обрати внимание на приз скорее!!!)) http://t.co/foXKLq0J2w";"1";"0";"0";"0";"2002";"267";"271";"2"
"408917455658971136";"1386328493";"Vasiliska_katya";"@katyashonina Так значит все-таки недотрах)  я запуталась в тебе,блин..";"1";"0";"0";"0";"1298";"19";"30";"0"
"408917455994888192";"1386328493";"Kerolai_n";"Вообще я пишу сценарий,  я не сдержалась и сфотографировала эту идилию) http://t.co/BhuLi6a8ob";"1";"0";"0";"0";"1629";"14";"16";"0"
"408917497585610752";"1386328503";"wuszynores";"да смысла нет абсолютно слушать,так просто смотреть и все))))";"1";"0";"0";"0";"945";"42";"475";"0"
"408917498751225856";"1386328503";"memusecuna";"Танцовщицей в мужской клуб я тоже не пойду. о-) #FOLLOW";"1";"0";"0";"0";"118177";"8911";"8783";"10"
"408917499401744384";"1386328503";"HdaiKuyu";"RT @RussianAngel36: конь-внедорожник :)
#ЧитайМеняАЯТебя #взаимныйфолловинг #TeamRT2EAT #ClubFollowBack #Follow2Gain == #Teamfollowback htt…";"1";"0";"1";"0";"13666";"1032";"1094";"10"
"408917543643279360";"1386328514";"crazy69star";"RT @Landi_love1D: @crazy69star Оу.. как мило ^_^ 
Люблю тебя!:*";"1";"0";"1";"0";"12462";"5069";"877";"10"
"408917543705784320";"1386328514";"_alex99k";"RT @Nvictoooriaaa: @_alex99k звук выключен нааерн:D";"1";"0";"1";"0";"9515";"847";"590";"0"
"408917583933755392";"1386328523";"TypicalMixer";"С гордым дядей Саймоном за кулисами X Factor :) /  / #littlemix #simoncowell #xf #photo http://t.co/9dZCiA96K2";"1";"0";"0";"0";"2046";"299";"402";"0"
"408917585041043456";"1386328524";"uporoty_cloud";"@nanana469 ОТКРОЮ СИКРИТ, ТЫ ВСИГДА ПОЛЕЗНОЕ ДЕЛАЕШЬ:D";"1";"0";"0";"0";"6663";"215";"166";"1"
"408917585489842176";"1386328524";"peppilota14";"Есть такие люди которым расскажешь что то по секрету а внутри у них нажимается""мне нравится"" и распездеть всем:-)";"1";"0";"0";"0";"2";"0";"31";"0"
"408917586639093760";"1386328524";"_kvitochka";"RT @Darya_Artemyeva: Сказать, что это глупо и смешно - не сказать ничего.
Ахахахах, наивная, наивная Тей:DD http://t.co/ygANuZWq9w";"1";"0";"1";"0";"6340";"552";"555";"1"
"408917586802253824";"1386328524";"Sona_Grigoryan";"@Mariam_Galoyan позвонила ему,т.к. у меня был трабл с интернетом.. он решил этот вопрос за 2 минуты))) Эх, захотелось сказать: возвращайся)";"1";"0";"0";"0";"3059";"30";"54";"0"
"408917636765188096";"1386328536";"94Polina94";"RT @Anna_Gulevskaya: Полечка меня прям искренне порадовала своим сообщением :* Люблю :*";"1";"0";"1";"0";"94";"13";"16";"0"
"408917636810956801";"1386328536";"edvard146";"@baba_yaga_blya_ @chroniclesolbrzЯга ты в политике))";"1";"0";"0";"0";"7091";"4424";"4083";"44"
"408917636831924224";"1386328536";"Drozdovskynext";"@NikolaiZubrilin @Sivaia_Kobyla Вы на самом деле идиот или просто прикидываетесь?:)";"1";"0";"0";"0";"8256";"1246";"493";"26"
"408917638996570112";"1386328537";"Not_match";"RT @k_loiko: @Not_match а Катя будет ходить в демисезонке, ибо ей лень покупать на зиму что-то х)";"1";"0";"1";"0";"1016";"62";"33";"0"
"408917640133226496";"1386328537";"Barnusha";"да,3 вечер)
сериал надо какой-нибудь найти и смотреть)";"1";"0";"0";"0";"999";"27";"27";"0"
"408917713298284545";"1386328554";"Kysochek1D";"Уже затра пришла  2-ая часть)
С ней ещё пара шмоток,а также браслетик,наклеечки,большой календарик и журнальчик с постерами 1D!!!)))";"1";"0";"0";"0";"181";"19";"36";"0"
"408917713613250560";"1386328554";"PolliNovichkova";"RT @ApelsiNCho: @PolliNovichkova привет))) спасиииибооо)";"1";"0";"1";"0";"1575";"103";"100";"0"
"408917713911046144";"1386328554";"YulyaAmeli";"Вот так вот!))) позабавило))) #dance #9zalov http://t.co/JRcN4OK5PT";"1";"0";"0";"0";"135";"9";"74";"0"
"408917714267545600";"1386328555";"nanana469";"RT @uporoty_cloud: @nanana469 ОТКРОЮ СИКРИТ, ТЫ ВСИГДА ПОЛЕЗНОЕ ДЕЛАЕШЬ:D";"1";"0";"1";"0";"4326";"315";"245";"1"
"408917714447515648";"1386328555";"maria_vavilova";"Смотреть сериалы целый день. Могу, умею, практикую. :DDDD";"1";"0";"0";"0";"133";"19";"30";"2"
"408917715035123713";"1386328555";"Slivnikov";"Смотрю на него и рука не поднимается согнать со стола. ) #котэ #персик #питомец #NationalCatDay #котики #кот #моська http://t.co/3jsKZNiEmd";"1";"0";"0";"0";"893";"40";"27";"0"
"408917715282182145";"1386328555";"tiredfennel";"и учительница еще смотрит на нас, улыбается загадочно :-----)))) ссска";"1";"0";"0";"0";"21830";"205";"82";"1"
"408917715303542784";"1386328555";"M_Gumbatov";"@SStasechka потом еще кто-нибудь полюбит)) енота не полюбить, хуйлом быть #рифмачебач";"1";"0";"0";"0";"1883";"39";"28";"0"
"408917715450355712";"1386328555";"minobrao";"Команда #КВН школы Гейдара Алиева г.#Астрахань - веселые ребята! Зал полон оваций!) http://t.co/mGnZHLUd1d";"1";"0";"0";"0";"935";"524";"242";"6"
"408917716087877632";"1386328555";"Kolodkina_";"Слава богу...) 2 мучительные недели в поисках сумки кончились)) Я ЕЁ КУПИЛАААА))))";"1";"0";"0";"0";"1715";"56";"60";"2"
"408917716104658944";"1386328555";"ZaxarBorisych";"@culture_crab прекрасный пример - он не достаёт лапками! :-)";"1";"0";"0";"0";"49298";"23160";"1884";"398"
"408917716490153984";"1386328555";"KiddyBoom_ua";"Так вот ты какое...ЧУДО В ПЕРЬЯХ!!! :-D http://t.co/3YfgNdxtO1";"1";"0";"0";"0";"429";"5539";"141";"0"
"408917751017652224";"1386328563";"Krysanovaposya";"@DaryaDariaDarya эээх...красивые... зато мне сегодня сладко)";"1";"0";"0";"0";"649";"51";"15";"0"
"408917751315857408";"1386328563";"olkamalinova95";"Шли всех нахуй ты прекрасна) — Хах, ок, спасибо))) http://t.co/yfwat2cjq1";"1";"0";"0";"0";"6526";"53";"38";"0"
"408917753362280449";"1386328564";"Bazenochka";"#СоколовскийЯХочуТебя пригласить на пикник)) http://t.co/d7ES3OmDHB";"1";"0";"0";"0";"2107";"108";"85";"0"
"408917799021842433";"1386328575";"ForeverEffy";"Что продлевает жизнь? — Смех:D Кто же ещё http://t.co/LzkvnplEAP";"1";"0";"0";"0";"589";"256";"1953";"1"
"408917800942837760";"1386328575";"LisaSimakova";"@Denis_Shvedak Рискни) В рамку не эту тогда) И да, я готовлю блинчики:D";"1";"0";"0";"0";"4402";"105";"88";"1"
"408917801995616256";"1386328575";"InFar_dreamers";"@Lei_Ri Спасибо) считаю найти свое место очень важно.";"1";"0";"0";"0";"6325";"152";"173";"7"
"408917802826080257";"1386328576";"_Mila_Brown_";"уаааа)))))) сейчас около меня прошел паренек с чисто женской походкой))) я прям даже не знаю как это описать,но черт...я ржу :D";"1";"0";"0";"0";"6702";"740";"98";"20"
"408917802976702464";"1386328576";"xak5151";"За монгол коментийн 2 оо vзэж жаахан хэрэгт дурлая :-)))))";"1";"0";"0";"0";"5562";"8194";"7682";"9"
"408917803203571712";"1386328576";"AnuTochkaSavina";"""@AdelKhalilova: @Nastasseya @AnuTochkaSavina как же Анютка любит поезда :))) осторожнее с ирисками";"1";"0";"0";"0";"368";"64";"51";"0"
"408917803551715328";"1386328576";"karukm";"Дим, ты помогаешь мне, я тебе, все взаимно, все правильно)";"1";"0";"0";"0";"1198";"27";"38";"0"
"408917841849499648";"1386328585";"Mayborodaaa";"""не кисни, еще вспомнишь старого Вачика"" люблю свой падик за классных соседей)";"1";"0";"0";"0";"1912";"50";"34";"0"
"408917842143510528";"1386328585";"AvelinaNazarova";"С Днём Рождения, Дорогая Диана!) Люблююю❤️ Апашка, ты лучшая!!!";"1";"0";"0";"0";"188";"29";"24";"0"
"408917843091013632";"1386328585";"UPRT_KILLJOY";"@FrankieAT_Iero я вообще не знаю, кто додумался такой карандаш сделать :D
А еще одну овечку там зовут Bomy хахахах";"1";"0";"0";"0";"6284";"511";"434";"1"
"408917843527626752";"1386328585";"f_kin_invisible";"RT @damnveilbrides: @f_kin_invisible Ты как царь на этом фоне =))))";"1";"0";"1";"0";"26973";"187";"212";"4"
"408917845805109248";"1386328586";"vpetrovs";"@shashunya мы рассуждали насчет ООО и Гмбх )) как правильно переводить ))";"1";"0";"0";"0";"7083";"85";"111";"0"
"408917846249705472";"1386328586";"_Barannikova_";"@uly1604 где картинка красивее была, ту и выбрала :D";"1";"0";"0";"0";"3307";"76";"90";"0"
"408917882437763074";"1386328595";"lovebug_vh";"@osipanochka ты отличница?
да не переживай из за этого)
а что одноклассница сделала?";"1";"0";"0";"0";"33530";"503";"259";"25"
"408917883624759296";"1386328595";"zuzuna3";"@tsbat_IT дийншд гэр хорооллынхон ч гэсэн хүн шүү дээ байгаа зүйлдээ сэтгэл хангалуун жаргалтай байдаг биздээ :)";"1";"0";"0";"0";"18533";"1828";"1508";"8"
"408917885164486656";"1386328595";"goxetylefej";"Господа жуководы, как в Москве снять недорогую но приличную квартиру приличнму мне ? :-)";"1";"0";"0";"0";"241";"74";"77";"0"
"408917885621264384";"1386328595";"anastasiya_koll";"ТРЁХЧЛЕН ДВУХЧЛЕН МНОГОЧЛЕН здравствуй, алгебра-извращенка
Алгебру скоро делать пойду))
И литературу учиить буду*";"1";"0";"0";"0";"638";"22";"50";"1"
"408917886837587968";"1386328596";"danya_sergeeva";"@Irinko_Bardulko неа, я вчера смотрела с мамой ""пингвины из Мадагаскара"" и там Шкипер сказал Джулиану МАТЬ МОЯ ПИНГВИН мы ржали как могли:D";"1";"0";"0";"0";"2341";"36";"15";"1"
"408917887345098752";"1386328596";"MFlowering";"Чел, рассказывающий про мужскую дрочку стал уже как родной :DDD ну везде просто!";"1";"0";"0";"0";"9835";"37";"48";"0"
"408917926616772608";"1386328605";"ishiki_tenshi";"Упарываемся с Крисом) @ ТРК «Атмосфера» http://t.co/GaNLa3eIo9";"1";"0";"0";"0";"842";"119";"537";"1"
"408917927115501568";"1386328605";"suadeliadkik";"@memiliaashc Уже в электричке.Бегом-бегом с универа:)Уже получила зачет по начертательной геометрии;)Круто:)";"1";"0";"0";"0";"16877";"1761";"1900";"200"
"408917927505969152";"1386328605";"KatyaElifankina";"в технаре: -Кать, будешь печеньку? -нет - ну возьмиии - не хочу я, кушай сам:DD";"1";"0";"0";"0";"504";"31";"21";"0"
"408917928156082176";"1386328606";"SergeyMannanoff";"Черниковка очень любит Путина) @ первомайская http://t.co/eVfGjT3dgC";"1";"0";"0";"0";"58";"28";"17";"0"
"408917930370662400";"1386328606";"railag_nn";"@polosatyjmyx это поинтереснее будет) и не отчислят!";"1";"0";"0";"0";"17405";"803";"352";"57"
"408917930609360896";"1386328606";"8zamknutost8";"@kapitowkaxD АХАХАХ не) ты лучше скажи где такой достать =)";"1";"0";"0";"0";"8328";"159";"201";"0"
"408917930932707328";"1386328606";"AnastasiyaKora";"@Kisa_Kris если через контору снимать не меньше 12 это точно , 2 недели назад узнавали ) а если сами , то там уже на совесть цены";"1";"0";"0";"0";"7732";"80";"77";"2"
"408918002567221248";"1386328623";"qs_carbon";"Из-за свадеб прогулял все пятницы в универе! Зато деньги водятся хоть иногда)";"1";"0";"0";"0";"540";"32";"32";"0"
"408918031226912768";"1386328630";"by_Mirosha";"Жить хорошо, когда... ? — Когда у тебя друзья такие же сумашедшие, как и ты.) http://t.co/cKV9pCEcJm";"1";"0";"0";"0";"92";"10";"22";"0"
"408918032807763968";"1386328631";"fly_tsokotlyay";"@shapchenko @the_crackheaded ууууух, Катя:D
какая красота*__*";"1";"0";"0";"0";"645";"16";"17";"0"
"408918035001794561";"1386328631";"rinki_rika";"Мне безумно нравится последний клип аврил лангвин. Она там такая няшечка:)";"1";"0";"0";"0";"1580";"12";"15";"0"
"408918084947570688";"1386328643";"anasteysha";"@frei_day губозакатывательную машинку не предлагать)!";"1";"0";"0";"0";"14583";"153";"59";"6"
"408918085492408320";"1386328643";"alen4ik_rodion";"RT @mdiveeva1: @alen4ik_rodion я всегда с тобой:)
На веки веков:)";"1";"0";"1";"0";"1470";"42";"22";"0"
"408918086662643712";"1386328643";"Hent_epta";"@LittleAlarmist @Chikhanov и мне и мне, пожалуйста))";"1";"0";"0";"0";"5118";"87";"28";"0"
"408918087480922112";"1386328644";"zaqovale";"тут балансер писал, что за три недели боления гриппом похудел на 12+ кг :)";"1";"0";"0";"0";"27";"26";"35";"0"
"408918130824859648";"1386328654";"alexft81";"Мужик он в любом возрасте мужик!))) http://t.co/1GsqBaYYSN";"1";"0";"0";"0";"1237";"220";"225";"0"
"408918130896175104";"1386328654";"kovalenko_mur";"Пошла в магазин за шоколадкой и в го в рощю домой :-)";"1";"0";"0";"0";"1442";"30";"26";"0"
"408918132620009472";"1386328654";"etumotunpo";"а да ещё я как та свинья, нашел в Минске нечто среднее между графити и трафаретом :) позже со всем остальным вывалю на фл";"1";"0";"0";"0";"34";"24";"31";"0"
"408918133140119552";"1386328654";"DeerWazowski";"RT @NikkiCumb: @DeerWazowski а у меня рюкзак с Белоснежкой и шестью гномами :)";"1";"0";"1";"0";"3145";"32";"71";"0"
"408918133655625728";"1386328655";"nastenasavchenk";"@Yudenkova2013 Эй не умирай ещё нужна и успокойся на счёт Растишки )))";"1";"0";"0";"0";"223";"14";"40";"0"
"408918133848956928";"1386328655";"Mezyaaa";"Быть у Роди дома без Роди афигенно )) http://t.co/KzvmMJoznX";"1";"0";"0";"0";"605";"39";"33";"0"
"408918189712494592";"1386328668";"LilsKulaeva";"@NastyaMisch дааа)))
пусть обломится! я ему теперь вообще ничего не скажу!
а я его на этот счет предупреждала!
#mtvstars One Direction";"1";"0";"0";"0";"1299";"71";"146";"0"
"408918190757253121";"1386328668";"hyperOff";"RT @Gadzhega: Решил шикануть и купил пачку Pringles. Я у мамы олигарх :)";"1";"0";"1";"0";"2131";"53";"96";"0"
"408918191092424704";"1386328668";"Dezhin_Ivan";"@AsanMaestro давай,Саня,цитат накидай,раз админ Обнуляй)";"1";"0";"0";"0";"2887";"69";"66";"0"
"408918193181175809";"1386328669";"Shafinin";"@almaz_khakimov А у меня обычно и 25-го декабря нет,не то что 5-го.:)";"1";"0";"0";"0";"2720";"1838";"76";"0"
"408918194892832768";"1386328669";"mysha_and";"Только фрукты, овощи, йогурт, кефир, творог, отруби, хлопья, орехи и сок - на перекус :)";"1";"0";"0";"0";"1106";"21";"20";"0"
"408918230406029312";"1386328678";"strabykinaanya";"Когда Глеба кто-то попросил пересесть, он сказал нет,потому что любит сидеть со мной. Так мило :)";"1";"0";"0";"0";"3976";"80";"56";"1"
"408918231081320448";"1386328678";"WPInsiderUaRu";"Скачайте Paper Snow и делайте много - много бумажных снежинок =) http://t.co/TpLTfbyUdA";"1";"0";"0";"0";"496";"9";"9";"0"
"408918231995654144";"1386328678";"maryking1488";"Да простит меня Денисова, но я их люблю)))) http://t.co/HiRvwnvd0c";"1";"0";"0";"0";"2662";"73";"23";"0"
"408918233023266816";"1386328678";"evgen_dmitriev";"@ShuShuOw ну ниче мы с тобой распасовались сегодня;);)";"1";"0";"0";"0";"42";"7";"21";"0"
"408918234550009856";"1386328679";"maryamstoked";"У нас в компании один Вася милее другого)) прям утютюю^^";"1";"0";"0";"0";"7053";"45";"25";"1"
"408918235091062784";"1386328679";"Flyder34";"@alina234_8964 кстати в детстве я почти не смотрел мультики про Мики))
Только комиксы читал :-D";"1";"0";"0";"0";"4696";"18155";"16408";"24"
"408918292511080448";"1386328692";"Kygpuu";"Очень тонкая книжка ) 299 и 302 страницы самые интересные xDDDDDD http://t.co/IbMdFRrb0s";"1";"0";"0";"0";"223";"14";"22";"0"
"408918292884357120";"1386328693";"ThislsMyDesign";"извини не удержалась) — Я на те ""вопросы"" даже отвечать не буду. Ахахахах. Вдруг догадается кто :D http://t.co/4I0yHfGcyU";"1";"0";"0";"0";"59290";"354";"46";"7"
"408918294763433984";"1386328693";"ysnhyt";"А... я иногда в неё впадаю, в эту философскую реку, но обычно лишь тогда, когда сам себя довожу до ручки. :-)";"1";"0";"0";"0";"483";"43";"2003";"0"
"408918294956343296";"1386328693";"_MaLiNaNiLaM_";"@outaveli @BlackaMane_BSM ты только плохому учишься,ага)))";"1";"0";"0";"0";"135";"2";"49";"0"
"408918295518408704";"1386328693";"IrenChernyshova";"Игорь пополнил счёт ))))ура 
И у меня пять уроков )))))";"1";"0";"0";"0";"3064";"56";"87";"0"
"408918295635443713";"1386328693";"mokrie_spichki";"http://t.co/6xC3ZqCJqa
такая группа классная))) вся инфа об Олечке)))))*";"1";"0";"0";"0";"34992";"423";"135";"12"
"408918337515966464";"1386328703";"christoffernus";"Постоянно чего-то жду, на этот раз не знаю чего жду, но кажется скоро дождусь))";"1";"0";"0";"0";"112";"9";"25";"0"
"408918338819985409";"1386328703";"ruvasik";"RT @RadioRecord: Правильный спидометр) #radiorecord http://t.co/umk9gTp2u5";"1";"0";"18";"0";"15931";"276";"253";"4"
"408918339545989120";"1386328704";"Elena_Shou";"С днём рождения, бабуль!!!
На ещё один год старше..) 71";"1";"0";"0";"0";"90";"8";"36";"0"
"408918340221280256";"1386328704";"yulia_derkach";"RT @AlyonkaLimon: Прогулять урок чтобы посидеть в интернете)))хаха,это же мы";"1";"0";"1";"0";"470";"19";"35";"0"
"408918395711942656";"1386328717";"mag37mag";"Я люблю многих людей, слава Богу, меня окружают очень хорошие люди?=)))*** #ясейчасрассплачусь #яреальнолюблюлюдейокружающихменя ^_^";"1";"0";"0";"0";"1506";"47";"48";"0"
"408918395904471040";"1386328717";"stay333strong";"@lovebug_vh ой,ты здесь:*ураааа)))надо одеваться:* как ты?";"1";"0";"0";"0";"16554";"4507";"4957";"42"
"408918396927868928";"1386328717";"EvilBoss93";"@IraGaz @after_red_lotus @exokailoveyou вам тут и без меня хорошо будет )";"1";"0";"0";"0";"6221";"118";"60";"0"
"408918398031380480";"1386328718";"Moscowtraining";"@Lenilko я думаю как раз об этом, скоро жена придет же:)";"1";"0";"0";"0";"4038";"168";"388";"1"
"408918438338240512";"1386328727";"IneEmelyova";"#VIXX1stWin  Ееее,молодцы ^^ 

мы поплачем в честь победы,а вы,сцучки эксо,стойте,сегодня вы наши вешалки :D";"1";"0";"0";"0";"737";"12";"63";"0"
"408918438573142017";"1386328727";"Ta1fyn";"@wylsacom Факел опять погас, только уже в Новосибирске, знатно решили сэкономить на факеле) http://t.co/c8qhySs9ab";"1";"0";"0";"0";"1755";"22";"35";"1"
"408918439781466112";"1386328728";"RiyaGiorgietto";"Офигенный день!
день позитива)
бегал как идиот целый день!
танцы офигенны, хоть я и ракал но мне очень понравилось!";"1";"0";"0";"0";"290";"270";"268";"0"
"408918440377065472";"1386328728";"HeleneJamison";"Офигенный день!
день позитива)
бегал как идиот целый день!
танцы офигенны, хоть я и ракал но мне очень понравилось!";"1";"0";"0";"0";"321";"283";"229";"0"
"408918440435810304";"1386328728";"lapalambara";"Еду забирать девочек из салона на той же газели и с тем же водителем, с которым первый раз ехала в Чардым))) причем пока по той же дороге)))";"1";"0";"0";"0";"6470";"165";"54";"5"
"408918442658775040";"1386328728";"na111day39";"Боишься туканов? — Нет))) Я часть тукана хд он моя идея хд http://t.co/wPGtXq8OaP";"1";"0";"0";"0";"371";"14";"42";"0"
"408918487294173185";"1386328739";"Max99Tankard";"@katiamechetina у меня вот столько вопросов и про музыку и про всякое. Уже сегодня мне 41 годик:)";"1";"0";"0";"0";"17752";"220";"202";"6"
"408918488074305536";"1386328739";"Acer_leaf";"Да, Илья, у тебя не работает, вот :) http://t.co/FZwLreTSks";"1";"0";"0";"0";"11724";"16";"16";"3"
"408918530512269312";"1386328749";"vikylya__";"@Uli__ у меня такое лицо было,когда я вчера 5  за контрольную по химии получила))";"1";"0";"0";"0";"2801";"271";"219";"1"
"408918530672066560";"1386328749";"Galiyaka";"@lounge_martini ок. А мы думали, что после мафии останемся на вечеринку) жаль";"1";"0";"0";"0";"3566";"106";"96";"0"
"408918531007188994";"1386328749";"Vikayu";"@vikityarova нее)) это просто песенка заела с утра))";"1";"0";"0";"0";"2972";"127";"126";"0"
"408918531196329984";"1386328749";"KseniaFrolova";"@Pavelvag я тоже месяц назад курила,но этот телефончик я бы потестила:)";"1";"0";"0";"0";"11815";"828";"242";"28"
"408918531305398272";"1386328749";"officialDashaK";"RT @Darya_Artemyeva: Сказать, что это глупо и смешно - не сказать ничего.
Ахахахах, наивная, наивная Тей:DD http://t.co/ygANuZWq9w";"1";"0";"4";"0";"16804";"1381";"368";"6"
"408918531736997888";"1386328749";"alone_alien";"@Kepochka @nesteroidd ахахаха
да мне кажется так и будет :D";"1";"0";"0";"0";"26385";"2575";"2467";"19"
"408918572350443520";"1386328759";"larryisreal__x";"RT @Marika_Styles_: Vevo сказали что мы первый фандом который сломал их систему:D http://t.co/dbm5GA4DAi";"1";"0";"9";"0";"7609";"228";"222";"3"
"408918572556357632";"1386328759";"Beliaev1998";"Все отлично. Сижу у Дашки с двумя крутыми пацанами. Все ЗБС=)";"1";"0";"0";"0";"3";"5";"98";"0"
"408918573742956545";"1386328759";"AlekaVelichko";"@SonichkaEsenina   у кого что болит,тот про то и говорит)";"1";"0";"0";"0";"5765";"142";"15";"1"
"408918574439206912";"1386328760";"_late_autumn";"@MeganaSss так кто?))
когда тогда 8D я не настолько знаю матчасть, я и без понятия была до недавнего времени, какого он вероисповедания";"1";"0";"0";"0";"23660";"151";"239";"2"
"408918574687068160";"1386328760";"wrong_elf";"@Nothing_Bergh а вот хрустящий он ещё после приземления на кафельный пол.)))";"1";"0";"0";"0";"403";"15";"13";"1"
"408918575362347009";"1386328760";"dmitriy_f1re";"Ирина Звездная. По-немецки ее фамилия звучит именно так) http://t.co/qAdYe4H2x0";"1";"0";"0";"0";"2847";"5882";"161";"55"
"408918576293486592";"1386328760";"curluwhore";"@katya_pencey98 все отлично с: наконец, до спортзала дойду:DD";"1";"0";"0";"0";"14683";"121";"47";"4"
"408918576872308736";"1386328760";"xxxxPridexxxx";"Щас с помощью не хитрых манипуляций с маркером мои избитые каблуки станут как новые :D жаль, что  название маркера не ""Ласка"" :D";"1";"0";"0";"0";"213";"4";"21";"0"
"408918612393484289";"1386328769";"TOMAT_C_MAPCA";"-Дим, ты нормальный?
-Чуть-чуть...
-И что в тебе нормального?
-Моя правая задница...
это, бл самый ясный человек на планете :D";"1";"0";"0";"0";"4997";"246";"456";"0"
"408918612464762881";"1386328769";"xSimmka";"@PAAA1986 Меняй не меняй, а от себя ведь не убежишь..) @twianki";"1";"0";"0";"0";"19286";"25593";"17749";"231"
"408918614004076544";"1386328769";"lovebug_vh";"@stay333strong у нас ноль градусов, а не минус 50 :DD
я нормально, выспалась, одна пара была)
а ты?";"1";"0";"0";"0";"33535";"503";"259";"25"
"408918614583312384";"1386328769";"nurgaliyeva16";"RT @Darya_Artemyeva: @nurgaliyeva16 @_kvitochka, наииивная:DD";"1";"0";"2";"0";"5465";"556";"562";"1"
"408918615413362688";"1386328769";"fagymecyfebo";"Да кто бы сомневался, поздоровались с трудовиком на лестнице, а он  посмотрел сверху вниз и пошел со своим атомным зеленым чемоданчиком:-)";"1";"0";"0";"0";"58";"1";"25";"0"
"408918678579978241";"1386328784";"sad_jelly";"@niwayanavicodin, с днем рождения, пупсик! Будь всегда счастливой, здоровой и красивой! :* http://t.co/5PzGUNrx0I";"1";"0";"0";"0";"2102";"54";"57";"0"
"408918742987706368";"1386328800";"Vrednaya93";"RT @EvgAleksandrov: Котеек не люблю постить, но это исключение)) Картина хорошая)) http://t.co/ucuL3yVmiD";"1";"0";"1";"0";"10950";"278";"326";"12"
"408918744120188928";"1386328800";"mts2103";"Купила себе милашные розовые бантики))) и как афигенный))) #счастье #радость #позитив";"1";"0";"0";"0";"782";"27";"22";"0"
"408918744162127872";"1386328800";"AlisaKudashkina";"Я справилась, я не сошла с ума, я молодец,те кто меня слушал, даже хвалили, двое чуть не убили, потому что моя работа им больше понравилась)";"1";"0";"0";"0";"1880";"534";"44";"9"
"408918746569273344";"1386328801";"vetergy";"@SergeLike Интересно ,а есть разница,ежедневно и каждодневно?..Наверное есть,тонкая грань в различии-но вот какая?)";"1";"0";"0";"0";"2137";"544";"888";"9"
"408918746850271232";"1386328801";"green_bunny_";"@i_am_killka все еще стоит?)) А где: у Андреева или на подоконнике?))";"1";"0";"0";"0";"2224";"62";"28";"4"
"408918747043209216";"1386328801";"jripinskaya";"Поиграли в снежки офигенно,а в тралике заебись вообще.)";"1";"0";"0";"0";"1897";"39";"19";"1"
"408918779733622784";"1386328809";"novockreshenova";"Видно раза с 5 доходит)) и совсем все не просто.. жизнь сложная штука!!";"1";"0";"0";"0";"2405";"49";"156";"0"
"408918779754590208";"1386328809";"TayaSchmidt";"@nadeyms13 @chlenschmidta дыаааааааааааааааааааааааааа:D";"1";"0";"0";"0";"27686";"627";"536";"17"
"408918779910160385";"1386328809";"Irina_Dyoma";"ты такой солнечный человек,к тебе все люди тянутся — Мне кажется, вы меня с кем-то перепутали)) http://t.co/lEbLKMxyFM";"1";"0";"0";"0";"279";"17";"61";"0"
"408918780606427136";"1386328809";"loony_loo";"И не важно,что я постоянно опаздываю на 10 минут,это не повод думать,что я не приду :D";"1";"0";"0";"0";"18074";"175";"299";"0"
"408918826496311296";"1386328820";"Raziiiiiiiii";"Что подарят на новый год? — Скрывают от меня) http://t.co/zVoGfjdjRW";"1";"0";"0";"0";"7238";"155";"905";"1"
"408918826667884544";"1386328820";"Anetta_67";"Мне очень редко западает в душу фильм,но после простора ГП,я не могу не о чем больше думать и смотреть..у меня просто ""ломка"")";"1";"0";"0";"0";"21000";"753";"707";"11"
"408918828215566337";"1386328820";"ira73569012";"Наконец то Борисполь в снегу, не много но все же :)";"1";"0";"0";"0";"233";"4";"4";"0"
"408918828991934464";"1386328820";"nashtukina";"RT @JuliaBelieberJD: Какой маленький!) #mtvstars Justin Bieber http://t.co/2OlKCWVWik";"1";"0";"1";"0";"2051";"98";"186";"0"
"408918829784252417";"1386328821";"mbabrovka";"сегодня классный день)
особенно в школе)
на матем ничегоне делали,с химии отпустили и на всех ост.уроках балду гоняли";"1";"0";"0";"0";"96";"11";"17";"0"
"408918874810118144";"1386328831";"xak5151";"Утаа их байгаа болохоор 76 хуралдаж чадахгvй бн гэнээ монгол утаатай учир  ирж чадахгvй бгаа гнээ-:) /монгол комент/";"1";"0";"0";"0";"5563";"8194";"7682";"9"
"408918875305426944";"1386328831";"vityugova";"как маленький ребенок только вместо колыбельной разговоры о ""кофе"" ;)";"1";"0";"0";"0";"3980";"50";"144";"0"
